City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
566,Westport,US,89.37,clear sky,41.1415,-73.3579,The Westport Inn
567,Mbini,GQ,77.58,light rain,1.574,9.6134,
568,Rawah,IQ,94.35,clear sky,34.4816,41.9093,بيت سميع
572,Ilebo,CD,80.83,overcast clouds,-4.3167,20.5833,Hôtel BUMAK
573,Sao Filipe,CV,75.18,few clouds,14.8961,-24.4956,Hotel Xaguate
575,Santa Cruz,BO,84.25,broken clouds,-17.8,-63.1667,Aviador Hotel Boutique
576,Luanda,AO,70.18,clear sky,-8.8368,13.2343,EPIC SANA Luanda
578,Safaga,EG,87.78,clear sky,26.7292,33.9365,Lamar Resort Abu Soma
579,Santa Cruz De Tenerife,ES,76.62,broken clouds,28.4682,-16.2546,Hotel Silken Atlántida Santa Cruz
581,Crnomelj,SI,82.4,clear sky,45.5711,15.1889,Gostilna Müller
582,Jambi,ID,73.76,broken clouds,-1.6,103.6167,ASTON Jambi Hotel & Conference Center
583,Miranda,CO,82.65,overcast clouds,3.2499,-76.2281,unidiversidad organica la utopia
585,Manggar,ID,80.6,scattered clouds,-2.8833,108.2667,Guest Hotel
588,Issia,CI,77.5,moderate rain,6.4922,-6.5856,Résidence Hôtel Ange Anaé
589,Sarab,IR,79.88,broken clouds,38.6066,44.9883,مسجد امام رضا
590,Indiana,US,82.96,clear sky,40.0003,-86.2503,WonderTree
591,San Patricio,US,94.06,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
592,Cascavel,BR,76.6,clear sky,-24.9558,-53.4553,Copas Executive Hotel
595,Ixtapa,MX,87.22,broken clouds,20.7,-105.2,hotel la terminal
596,Abha,SA,78.62,clear sky,18.2164,42.5053,Abha Hotel
597,Inongo,CD,75.58,broken clouds,-1.95,18.2667,Hotel Du Lac
605,Sakaiminato,JP,82.38,scattered clouds,35.55,133.2333,Italian pasley
606,Itaituba,BR,91.56,scattered clouds,-4.2761,-55.9836,Hotel Campos
607,Fougeres,FR,76.86,clear sky,48.35,-1.2,Best Western Hotel des Voyageurs
609,Carutapera,BR,80.78,few clouds,-1.195,-46.02,Lidera
611,Bambanglipuro,ID,76.14,scattered clouds,-7.95,110.2833,Puri Brata
613,Praia,CV,81.14,scattered clouds,14.9215,-23.5087,LT Aparthotel
614,Seydi,TM,92.75,clear sky,39.4816,62.9137,Seydi oteli
616,Loandjili,CG,73.85,few clouds,-4.7561,11.8578,Résidence ARCHANGE
617,Shubarshi,KZ,77.68,scattered clouds,48.5872,57.1869,
618,Monrovia,LR,80.37,light rain,6.3005,-10.7969,Sunset Inn
619,Garchitorena,PH,81.72,light rain,13.8804,123.6946,Site
620,Pathein,MM,78.01,overcast clouds,16.7833,94.7333,Pathein Hotel
621,Gushikawa,JP,78.8,mist,26.3544,127.8686,Kirari Guest House
622,Vanimo,PG,77.32,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
624,Shache,CN,89.74,clear sky,38.4167,77.2406,Delong Hotel
627,Beaufort,MY,74.88,scattered clouds,5.3473,115.7455,The Gem Hotel Beaufort
628,Muret,FR,90.61,scattered clouds,43.3333,1.25,Logis Hôtel l'Arche de Noé
629,Yining,CN,77.79,heavy intensity rain,29.0361,114.5636,Xiushui Hotel
632,Nautla,MX,89.28,scattered clouds,20.2167,-96.7833,Casa Blanca
633,Watertown,US,82.74,few clouds,42.3709,-71.1828,16 Washburn Street Watertown MA
634,Mori,JP,81.45,scattered clouds,34.8333,137.9333,YAMAHA Resort Hotel Katsuragi Kitanomaru
636,Kampot,KH,84.25,overcast clouds,10.6167,104.1833,Two Moons Hotel
639,Koumac,NC,72.77,overcast clouds,-20.5667,164.2833,Le Monitel
640,Morganton,US,90.81,clear sky,35.7454,-81.6848,Hampton Inn Morganton
642,Ceres,US,79.81,clear sky,37.5949,-120.9577,Howard Johnson by Wyndham Modesto Ceres
643,Buchloe,DE,75.18,clear sky,48.0333,10.7333,Alpenflair - Christian Knie
644,Sigli,ID,79.14,overcast clouds,5.3848,95.9609,Losmen Dua Mali
645,Lata,PT,82.49,few clouds,40.1629,-8.3327,Casa Maquia
647,Marrakesh,MA,91.47,few clouds,31.6315,-8.0083,Les Jardins de La Koutoubia
648,Gariaband,IN,78.26,light rain,20.635,82.0614,हंसराज ट्रैक्टर
649,Ahuimanu,US,76.75,broken clouds,21.4447,-157.8378,Paradise Bay Resort
651,Ibra,OM,93.61,overcast clouds,22.6906,58.5334,مزرعة راحة النفوس المنزفة
652,Nara,JP,82.49,overcast clouds,34.6851,135.8049,Guesthouse Nara Komachi
654,Sola,VU,80.69,few clouds,-13.8833,167.55,Leumerus Bungalows
655,Puerto Colombia,CO,86.09,overcast clouds,10.9878,-74.9547,Hotel El Emigrante
656,Camacha,PT,71.02,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
658,Pandan,PH,80.51,light rain,14.0453,124.1694,Bonifacio Lodge
659,Skjervoy,NO,87.8,clear sky,70.0311,20.9714,Skjervøy fiskecamp AS
661,Angoram,PG,73.08,overcast clouds,-4.0625,144.0661,
662,Palmer,US,81.25,broken clouds,42.1584,-72.3287,Wedgewood Motel
663,Djambala,CG,81.09,broken clouds,-2.5447,14.7533,Hotel Ravin D'or
667,Colonial Heights,US,90.81,scattered clouds,37.268,-77.4073,Hilton Garden Inn Richmond South/Southpark
668,Banda Aceh,ID,81.63,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
669,Sao Jose Da Coroa Grande,BR,78.3,scattered clouds,-8.8978,-35.1478,Crôa Mares Hotel
672,Tamandare,BR,78.22,scattered clouds,-8.7597,-35.1047,Pousada 100 Passos
675,Lamont,US,88.54,clear sky,35.2597,-118.9143,Buena Vista Mobile Home Park
678,Aksu,CN,85.19,broken clouds,41.1231,80.2644,Pudong Holiday Hotel
679,Isangel,VU,73.87,broken clouds,-19.55,169.2667,Tanna Lodge
681,Kasongo-Lunda,CD,80.49,clear sky,-6.4667,16.8167,
682,Hammond,US,85.14,clear sky,41.5834,-87.5,"Courtyard by Marriott Chicago Southeast/Hammond, IN"
683,Labuhan,ID,78.22,scattered clouds,-6.8844,112.2051,DoubleFAG
684,Riverbank,US,81.52,clear sky,37.736,-120.9355,Olive Lane Trailer Park
